20001,67,3
20002,61,6
20003,54,7
20004,2,1
20005,37,3
20006,7,10
20007,69,1
20008,54,6
20009,94,1
20010,94,5
20011,22,4
20012,4,8
20013,87,6
20014,32,2
20015,86,1
20016,71,2
20017,5,8
20018,60,10
20019,56,10
20020,5,2
20021,22,10
20022,3,10
20023,32,1
20024,56,9
20025,70,7
20026,12,6
20027,19,8
20028,81,4
20029,13,10
20030,5,10
20031,69,3
20032,98,5
20033,91,7
20034,82,2
20035,34,4
20036,19,9
20037,11,1
20038,35,1
20039,79,1
20040,65,7
20041,89,7
20042,71,5
20043,60,4
20044,88,5
20045,53,10
20046,92,5
20047,17,8
20048,68,3
20049,99,9
20050,53,2
20051,61,2
20052,74,2
20053,88,2
20054,39,5
20055,55,8
20056,43,5
20057,75,10
20058,73,1
20059,73,3
20060,38,1
20061,35,10
20062,89,9
20063,98,7
20064,73,4
20065,74,7
20066,28,3
20067,63,4
20068,100,8
20069,3,7
20070,32,8
20071,47,9
20072,61,1
20073,3,8
20074,30,2
20075,60,1
20076,77,10
20077,35,4
20078,80,10
20079,94,6
20080,2,1
20081,22,3
20082,49,4
20083,17,2
20084,30,4
20085,13,9
20086,47,2
20087,14,3
20088,64,2
20089,81,9
20090,50,6
20091,36,10
20092,62,3
20093,29,7
20094,32,6
20095,67,8
20096,47,1
20097,92,9
20098,46,6
20099,86,4
20100,41,1
20101,2,10
20102,92,9
20103,2,7
20104,24,1
20105,49,6
20106,4,10
20107,67,4
20108,91,8
20109,54,6
20110,69,1
20111,77,7
20112,26,8
20113,45,9
20114,52,1
20115,32,8
20116,54,5
20117,16,4
20118,77,9
20119,53,4
20120,54,5
20121,70,9
20122,71,9
20123,78,9
20124,92,9
20125,10,6
20126,23,10
20127,97,7
20128,79,10
20129,80,3
20130,54,8
20131,4,1
20132,94,2
20133,18,5
20134,77,10
20135,55,3
20136,49,10
20137,84,4
20138,71,9
20139,22,8
20140,8,3
20141,19,3
20142,89,7
20143,55,10
20144,62,1
20145,40,3
20146,83,8
20147,29,10
20148,95,2
20149,16,10
20150,34,2
20151,30,2
20152,43,1
20153,99,1
20154,23,3
20155,29,4
20156,97,2
20157,56,7
20158,34,1
20159,55,10
20160,40,2
20161,24,8
20162,71,6
20163,10,6
20164,63,8
20165,51,8
20166,7,10
20167,73,5
20168,76,5
20169,32,3
20170,9,6
20171,93,9
20172,76,3
20173,84,6
20174,37,4
20175,48,10
20176,100,10
20177,27,2
20178,64,8
20179,67,6
20180,65,10
20181,75,1
20182,25,10
20183,29,1
20184,97,2
20185,42,7
20186,42,2
20187,83,8
20188,3,5
20189,24,10
20190,49,1
20191,80,3
20192,29,8
20193,90,10
20194,50,8
20195,44,8
20196,72,6
20197,7,9
20198,8,2
20199,12,9
20200,31,5
20201,4,9
20202,54,3
20203,13,10
20204,93,9
20205,5,3
20206,67,7
20207,26,5
20208,82,5
20209,55,6
20210,80,4
20211,43,8
20212,63,4
20213,94,4
20214,62,8
20215,36,6
20216,9,1
20217,25,6
20218,67,3
20219,21,4
20220,93,8
20221,22,3
20222,16,2
20223,45,5
20224,44,2
20225,38,7
20226,6,3
20227,41,4
20228,9,3
20229,32,5
20230,21,3
20231,40,3
20232,36,3
20233,81,10
20234,18,1
20235,84,4
20236,53,2
20237,3,4
20238,29,6
20239,95,9
20240,6,8
20241,86,7
20242,91,6
20243,66,6
20244,97,9
20245,99,1
20246,62,1
20247,8,7
20248,74,7
20249,75,5
20250,57,2
20251,98,8
20252,100,7
20253,38,2
20254,19,9
20255,69,3
20256,75,7
20257,93,6
20258,18,10
20259,36,2
20260,40,4
20261,11,5
20262,84,5
20263,35,2
20264,5,9
20265,40,3
20266,86,5
20267,34,5
20268,32,9
20269,42,7
20270,53,4
20271,70,10
20272,23,8
20273,93,2
20274,3,2
20275,68,10
20276,84,4
20277,45,7
20278,71,6
20279,93,7
20280,2,2
20281,93,10
20282,46,8
20283,18,8
20284,53,9
20285,15,1
20286,19,4
20287,97,4
20288,15,8
20289,42,9
20290,17,4
20291,65,8
20292,78,8
20293,96,5
20294,24,2
20295,74,3
20296,14,9
20297,21,2
20298,1,2
20299,32,10
20300,76,3
20301,68,6
20302,59,6
20303,35,4
20304,83,3
20305,22,1
20306,11,3
20307,75,8
20308,36,4
20309,25,4
20310,23,6
20311,10,10
20312,8,4
20313,41,5
20314,57,9
20315,81,10
20316,100,2
20317,90,9
20318,31,10
20319,4,4
20320,32,9
20321,24,3
20322,11,4
20323,87,4
20324,74,1
20325,24,7
20326,72,6
20327,88,10
20328,94,9
20329,13,9
20330,87,2
20331,39,5
20332,18,8
20333,57,3
20334,78,10
20335,22,9
20336,98,4
20337,52,4
20338,46,2
20339,29,4
20340,52,9
20341,18,6
20342,14,3
20343,63,10
20344,4,2
20345,16,4
20346,48,2
20347,44,3
20348,81,9
20349,28,4
20350,62,2
20351,36,8
20352,2,1
20353,31,1
20354,5,7
20355,51,10
20356,75,6
20357,61,5
20358,79,1
20359,8,6
20360,75,9
20361,23,3
20362,50,2
20363,23,6
20364,6,7
20365,35,8
20366,51,2
20367,52,9
20368,57,2
20369,6,2
20370,32,5
20371,79,2
20372,74,1
20373,11,10
20374,11,5
20375,18,8
20376,3,4
20377,19,3
20378,57,3
20379,66,3
20380,74,1
20381,44,1
20382,95,3
20383,41,4
20384,24,3
20385,84,9
20386,19,1
20387,80,6
20388,100,9
20389,100,6
20390,90,1
20391,27,5
20392,38,5
20393,40,5
20394,84,9
20395,24,5
20396,82,1
20397,90,9
20398,5,6
20399,68,2
20400,32,10
20401,10,1
20402,8,10
20403,67,9
20404,69,9
20405,24,5
20406,83,3
20407,85,4
20408,52,2
20409,42,8
20410,49,7
20411,3,6
20412,95,8
20413,9,6
20414,100,5
20415,9,4
20416,75,2
20417,4,3
20418,73,1
20419,67,8
20420,54,9
20421,1,3
20422,100,4
20423,37,1
20424,59,6
20425,62,9
20426,82,10
20427,28,9
20428,45,7
20429,3,1
20430,52,1
20431,84,3
20432,10,6
20433,28,1
20434,58,5
20435,83,10
20436,42,1
20437,89,4
20438,65,10
20439,53,9
20440,65,6
20441,67,10
20442,9,2
20443,100,7
20444,38,5
20445,76,6
20446,19,7
20447,21,3
20448,34,3
20449,34,4
20450,100,1
20451,45,3
20452,70,2
20453,11,10
20454,93,4
20455,77,1
20456,20,4
20457,28,9
20458,17,3
20459,46,3
20460,27,3
20461,80,9
20462,58,6
20463,9,3
20464,66,8
20465,18,1
20466,69,2
20467,73,6
20468,100,1
20469,38,7
20470,10,4
20471,21,7
20472,47,3
20473,92,6
20474,35,10
20475,22,8
20476,68,1
20477,79,9
20478,77,4
20479,37,5
20480,73,10
20481,21,3
20482,38,6
20483,88,7
20484,22,8
20485,60,4
20486,84,2
20487,87,10
20488,24,6
20489,66,9
20490,59,5
20491,80,7
20492,29,5
20493,57,2
20494,80,5
20495,70,10
20496,5,8
20497,2,9
20498,91,6
20499,39,8
20500,89,9
20501,98,9
20502,7,3
20503,73,4
20504,12,9
20505,1,6
20506,62,1
20507,12,10
20508,79,1
20509,46,3
20510,59,9
20511,46,6
20512,57,2
20513,38,10
20514,53,8
20515,41,7
20516,94,10
20517,19,2
20518,24,8
20519,39,6
20520,93,9
20521,97,9
20522,92,4
20523,45,10
20524,12,9
20525,35,8
20526,57,6
20527,91,9
20528,35,6
20529,62,2
20530,26,2
20531,46,1
20532,45,7
20533,32,6
20534,35,9
20535,26,1
20536,52,9
20537,9,5
20538,59,5
20539,52,8
20540,48,5
20541,93,2
20542,37,4
20543,93,3
20544,93,7
20545,100,10
20546,62,9
20547,81,9
20548,96,5
20549,68,8
20550,91,7
20551,100,4
20552,57,6
20553,31,10
20554,25,6
20555,80,5
20556,72,4
20557,37,8
20558,62,4
20559,60,1
20560,37,5
20561,100,2
20562,88,8
20563,99,3
20564,53,2
20565,9,5
20566,95,9
20567,77,9
20568,7,10
20569,63,3
20570,30,4
20571,60,6
20572,73,1
20573,63,5
20574,20,7
20575,95,5
20576,70,3
20577,11,3
20578,74,9
20579,80,7
20580,20,1
20581,94,3
20582,70,7
20583,87,8
20584,63,3
20585,14,4
20586,92,2
20587,75,5
20588,27,1
20589,99,3
20590,98,4
20591,44,4
20592,24,3
20593,80,6
20594,46,5
20595,71,9
20596,27,1
20597,2,7
20598,33,9
20599,87,3
20600,43,2
20601,1,3
20602,99,5
20603,66,3
20604,10,5
20605,40,10
20606,30,7
20607,88,9
20608,79,7
20609,98,4
20610,68,6
20611,59,1
20612,57,2
20613,98,7
20614,79,9
20615,70,2
20616,21,9
20617,32,8
20618,48,6
20619,86,9
20620,98,6
20621,4,10
20622,68,1
20623,64,3
20624,56,5
20625,93,3
20626,13,8
20627,10,2
20628,79,5
20629,63,8
20630,50,4
20631,2,1
20632,67,10
20633,15,9
20634,40,5
20635,12,4
20636,31,3
20637,61,8
20638,88,6
20639,77,4
20640,21,10
20641,41,10
20642,4,5
20643,88,10
20644,5,9
20645,10,8
20646,41,2
20647,44,8
20648,96,7
20649,27,8
20650,34,10
20651,9,1
20652,36,5
20653,65,4
20654,36,10
20655,30,2
20656,48,7
20657,10,3
20658,58,6
20659,34,10
20660,71,10
20661,45,3
20662,27,7
20663,59,8
20664,87,8
20665,74,1
20666,40,10
20667,79,6
20668,79,2
20669,27,7
20670,83,8
20671,55,9
20672,39,7
20673,95,8
20674,5,10
20675,21,5
20676,90,5
20677,24,5
20678,65,10
20679,22,7
20680,30,4
20681,9,7
20682,48,3
20683,76,6
20684,10,8
20685,88,9
20686,50,5
20687,8,3
20688,35,8
20689,56,10
20690,76,2
20691,24,6
20692,54,3
20693,47,2
20694,91,2
20695,84,2
20696,35,8
20697,73,10
20698,30,7
20699,19,9
20700,29,3
20701,80,1
20702,51,4
20703,18,5
20704,57,2
20705,77,4
20706,100,5
20707,35,2
20708,88,10
20709,3,2
20710,35,3
20711,27,3
20712,59,9
20713,19,8
20714,57,4
20715,53,1
20716,77,4
20717,90,10
20718,84,6
20719,64,6
20720,3,4
20721,74,8
20722,26,5
20723,37,9
20724,93,5
20725,24,6
20726,93,1
20727,17,10
20728,4,1
20729,20,2
20730,29,2
20731,42,4
20732,92,10
20733,45,9
20734,95,6
20735,40,10
20736,53,10
20737,66,3
20738,87,8
20739,52,6
20740,20,1
20741,8,7
20742,49,2
20743,55,9
20744,35,7
20745,4,3
20746,69,6
20747,18,1
20748,73,2
20749,52,6
20750,39,4
20751,49,9
20752,15,6
20753,91,9
20754,73,4
20755,30,5
20756,85,10
20757,35,2
20758,46,7
20759,68,1
20760,39,3
20761,15,1
20762,7,10
20763,17,2
20764,37,7
20765,9,1
20766,1,8
20767,34,7
20768,58,6
20769,65,2
20770,18,10
20771,14,4
20772,76,7
20773,4,5
20774,21,9
20775,56,4
20776,1,4
20777,54,8
20778,89,6
20779,51,9
20780,38,3
20781,85,2
20782,76,9
20783,80,2
20784,50,8
20785,5,7
20786,59,8
20787,14,8
20788,57,1
20789,2,9
20790,13,4
20791,65,10
20792,71,7
20793,35,2
20794,36,6
20795,93,3
20796,63,10
20797,49,8
20798,19,2
20799,75,2
20800,18,10
20801,34,3
20802,43,9
20803,58,2
20804,54,2
20805,56,1
20806,48,2
20807,18,7
20808,18,7
20809,61,3
20810,86,9
20811,3,8
20812,11,5
20813,30,2
20814,71,4
20815,66,6
20816,94,8
20817,87,10
20818,83,6
20819,66,6
20820,50,7
20821,17,6
20822,37,9
20823,84,6
20824,75,8
20825,65,3
20826,69,5
20827,61,8
20828,63,7
20829,79,4
20830,74,3
20831,27,5
20832,12,1
20833,72,4
20834,74,2
20835,92,9
20836,100,2
20837,74,5
20838,18,9
20839,40,7
20840,73,1
20841,4,2
20842,65,8
20843,31,10
20844,63,2
20845,38,2
20846,95,9
20847,38,5
20848,12,9
20849,71,9
20850,19,6
20851,38,6
20852,47,6
20853,10,4
20854,9,8
20855,70,2
20856,49,1
20857,16,9
20858,92,7
20859,88,5
20860,21,7
20861,7,7
20862,69,3
20863,73,3
20864,1,2
20865,11,4
20866,24,6
20867,65,4
20868,67,7
20869,82,3
20870,63,3
20871,51,3
20872,20,7
20873,43,7
20874,18,3
20875,77,1
20876,84,3
20877,10,1
20878,10,4
20879,85,6
20880,33,8
20881,13,4
20882,5,9
20883,9,10
20884,24,3
20885,66,4
20886,69,3
20887,66,8
20888,67,3
20889,69,1
20890,59,3
20891,76,9
20892,50,4
20893,94,10
20894,8,4
20895,99,9
20896,42,9
20897,35,9
20898,40,2
20899,35,9
20900,43,3
20901,51,7
20902,82,10
20903,28,7
20904,32,9
20905,38,6
20906,54,6
20907,37,10
20908,13,9
20909,78,2
20910,85,1
20911,95,3
20912,53,6
20913,65,7
20914,91,10
20915,41,7
20916,79,2
20917,76,3
20918,99,9
20919,57,4
20920,32,10
20921,55,7
20922,44,9
20923,44,9
20924,87,9
20925,75,2
20926,65,5
20927,57,3
20928,38,7
20929,55,3
20930,71,8
20931,67,7
20932,28,4
20933,21,5
20934,55,1
20935,77,4
20936,25,5
20937,31,4
20938,100,5
20939,6,1
20940,40,8
20941,34,3
20942,54,4
20943,1,10
20944,23,8
20945,15,5
20946,5,5
20947,49,8
20948,33,8
20949,85,8
20950,71,10
20951,37,6
20952,60,4
20953,3,8
20954,1,6
20955,30,10
20956,44,9
20957,34,4
20958,31,9
20959,62,9
20960,42,6
20961,87,1
20962,13,8
20963,82,8
20964,100,6
20965,89,1
20966,45,6
20967,47,10
20968,29,9
20969,1,4
20970,55,6
20971,6,9
20972,53,4
20973,58,3
20974,50,10
20975,12,8
20976,62,2
20977,51,4
20978,94,8
20979,66,7
20980,13,5
20981,84,3
20982,77,9
20983,15,5
20984,69,2
20985,20,7
20986,79,7
20987,93,7
20988,4,2
20989,36,8
20990,28,2
20991,92,7
20992,34,4
20993,65,4
20994,58,4
20995,59,3
20996,67,1
20997,21,3
20998,44,8
20999,30,6
21000,47,9
21001,11,6
21002,76,5
21003,73,7
21004,71,1
21005,61,10
21006,34,5
21007,19,2
21008,10,1
21009,73,2
21010,11,7
21011,81,9
21012,70,6
21013,41,8
21014,36,5
21015,44,4
21016,30,10
21017,23,1
21018,79,5
21019,6,6
21020,53,7
21021,72,1
21022,74,1
21023,89,5
21024,41,4
21025,68,1
21026,57,1
21027,77,7
21028,65,5
21029,73,6
21030,72,10
21031,52,2
21032,82,7
21033,14,2
21034,10,5
21035,66,6
21036,22,10
21037,46,9
21038,88,3
21039,69,4
21040,52,9
21041,7,1
21042,43,10
21043,76,7
21044,54,10
21045,1,2
21046,28,2
21047,51,4
21048,75,5
21049,13,7
21050,37,7
21051,5,7
21052,62,8
21053,5,3
21054,92,7
21055,64,3
21056,4,1
21057,70,9
21058,60,9
21059,42,9
21060,39,10
21061,68,10
21062,35,9
21063,41,8
21064,36,4
21065,67,10
21066,74,1
21067,79,7
21068,60,4
21069,64,8
21070,26,8
21071,57,6
21072,71,3
21073,16,4
21074,15,5
21075,66,7
21076,50,10
21077,98,7
21078,37,10
21079,86,3
21080,23,3
21081,11,1
21082,36,1
21083,80,6
21084,88,2
21085,30,9
21086,12,8
21087,16,1
21088,19,2
21089,62,6
21090,61,8
21091,95,9
21092,57,2
21093,83,1
21094,78,8
21095,1,7
21096,92,8
21097,28,8
21098,59,4
21099,95,3
21100,14,4
21101,49,9
21102,4,7
21103,1,6
21104,59,2
21105,11,5
21106,53,2
21107,92,2
21108,91,6
21109,28,10
21110,13,8
21111,87,2
21112,22,5
21113,44,1
21114,17,4
21115,83,4
21116,72,5
21117,80,10
21118,32,4
21119,9,8
21120,76,3
21121,25,6
21122,66,7
21123,35,1
21124,58,4
21125,54,7
21126,52,4
21127,82,8
21128,66,4
21129,88,10
21130,56,3
21131,55,6
21132,8,9
21133,29,2
21134,71,2
21135,89,8
21136,32,5
21137,54,2
21138,6,1
21139,53,1
21140,98,1
21141,49,7
21142,22,3
21143,15,10
21144,42,10
21145,28,8
21146,49,5
21147,36,4
21148,61,3
21149,65,4
21150,81,5
21151,9,4
21152,66,9
21153,78,5
21154,37,4
21155,79,9
21156,52,7
21157,25,3
21158,57,8
21159,12,6
21160,7,9
21161,25,10
21162,88,8
21163,40,8
21164,43,4
21165,67,4
21166,69,2
21167,52,9
21168,19,3
21169,79,1
21170,26,1
21171,15,9
21172,13,6
21173,22,8
21174,8,9
21175,74,1
21176,15,1
21177,70,6
21178,59,2
21179,35,10
21180,59,8
21181,98,3
21182,45,1
21183,82,2
21184,63,10
21185,6,10
21186,60,8
21187,44,8
21188,42,2
21189,13,1
21190,93,1
21191,10,3
21192,37,4
21193,47,6
21194,89,8
21195,86,10
21196,5,6
21197,57,10
21198,95,1
21199,47,2
21200,86,5
21201,22,7
21202,42,1
21203,94,10
21204,17,6
21205,73,9
21206,4,2
21207,63,2
21208,6,10
21209,48,2
21210,32,1
21211,87,5
21212,82,5
21213,22,7
21214,88,1
21215,88,7
21216,83,5
